明安,	8938
Year,最高價,日期,最低價,日期,收盤平均價
2002,84.00,12/10,62.00,12/02,77.68
2003,121.00,07/23,61.50,02/10,89.36
2004,111.50,02/20,58.00,08/05,79.58
2005,69.00,02/21,48.10,10/28,59.40
2006,67.70,05/12,50.30,02/23,56.39
2007,93.40,07/31,58.80,01/10,71.64
2008,63.80,01/02,28.50,10/27,48.07
2009,69.10,06/06,31.20,01/17,58.00
2010,84.00,01/20,54.50,11/17,67.85
2011,69.80,04/22,25.30,11/24,56.26
2012,46.85,09/11,28.80,01/03,39.66
2013,43.80,02/25,28.60,11/26,34.84
2014,33.70,02/06,19.50,10/28,28.52
2015,27.45,04/08,15.45,08/25,23.03
2016,25.60,12/29,18.10,01/14,21.58
2017,48.50,09/08,24.00,01/04,36.61
