合庫金,	5880
Year,最高價,日期,最低價,日期,收盤平均價
2011,19.35,12/01,16.80,12/20,18.11
2012,19.45,2/15,15.00,11/01,17.22
2013,17.60,2/20,15.50,8/28,16.61
2014,18.15,7/29,15.80,10/17,16.50
2015,16.80,4/29,12.55,8/24,15.25
2016,15.15,8/09,12.70,1/18,14.06
2017,16.90,8/08,14.00,1/05,15.69
2018,19.00,8/13,16.15,2/09,17.66
