欣泰,	8917
Year,最高價,日期,最低價,日期,收盤平均價
2000,25.10,04/25,16.90,11/23,20.39
2001,21.90,09/28,18.00,07/23,19.36
2002,22.90,07/12,19.60,02/21,20.32
2003,24.40,11/26,19.70,03/31,21.87
2004,29.80,09/14,23.00,11/16,25.12
2005,38.70,11/04,25.75,05/03,29.38
2006,39.35,08/02,26.40,03/02,33.59
2007,41.50,06/23,33.00,02/08,36.41
2008,46.70,05/05,33.20,11/14,38.95
2009,46.85,11/30,35.90,02/09,40.31
2010,53.00,04/29,39.00,06/08,43.19
2011,47.00,07/28,38.45,03/01,42.31
2012,51.00,12/28,42.00,01/17,44.83
2013,55.00,01/25,44.50,10/23,48.78
2014,54.00,06/25,46.00,08/26,50.23
2015,57.70,08/17,45.40,09/03,50.53
2016,52.50,11/25,46.00,12/19,49.38
2017,51.50,01/23,46.20,11/23,48.43
