聯德控股-KY,	4912
Year,最高價,日期,最低價,日期,收盤平均價
2015,93.50,12/21,54.00,8/07,79.49
2016,96.00,3/28,72.00,11/09,81.51
2017,264.00,9/08,77.60,1/05,166.93
