晉泰,	6221
Year,最高價,日期,最低價,日期,收盤平均價
2003,21.60,01/06,10.80,09/12,15.23
2004,19.20,06/30,9.45,12/28,12.85
2005,10.65,03/11,5.50,12/08,7.94
2006,13.80,12/08,5.00,04/03,8.09
2007,18.60,07/26,10.30,03/05,14.63
2008,14.90,06/11,5.87,11/26,11.11
2009,12.00,12/14,5.40,01/19,9.54
2010,19.95,04/26,10.75,01/07,15.34
2011,21.20,05/10,13.65,08/11,17.54
2012,35.25,03/13,14.60,11/21,25.00
2013,27.20,08/05,15.65,02/18,21.62
2014,29.70,06/16,19.50,10/17,25.50
2015,24.95,08/11,20.00,08/25,23.19
2016,28.00,07/25,22.80,01/07,26.41
2017,26.50,03/14,23.00,08/17,24.48
