微星,	2377
Year,最高價,日期,最低價,日期,收盤平均價
2000,280.00,4/06,41.10,12/28,153.87
2001,170.00,12/26,38.60,1/02,93.62
2002,181.00,1/25,57.00,12/31,110.07
2003,89.50,7/28,49.00,12/22,63.06
2004,61.00,3/10,18.80,11/30,36.34
2005,28.40,7/13,16.30,10/28,21.44
2006,27.30,12/20,15.05,8/28,18.69
2007,37.50,8/21,21.00,3/07,27.42
2008,29.20,4/21,10.80,10/28,20.39
2009,26.55,6/02,14.20,3/03,19.78
2010,23.00,1/19,15.55,8/31,17.90
2011,18.45,1/07,10.60,11/24,14.34
2012,16.40,3/05,12.30,10/29,13.96
2013,25.00,12/19,13.45,4/16,16.95
2014,52.00,7/09,23.40,1/09,36.66
2015,48.80,12/23,21.50,8/25,34.18
2016,90.90,10/31,39.20,1/18,62.88
2017,82.00,8/08,59.10,4/27,71.17
2018,131.00,5/25,63.50,11/20,91.58
2019,94.70,9/24,71.80,1/04,84.78
