雄獅,	2731
Year,最高價,日期,最低價,日期,收盤平均價
2013,146.00,12/06,83.80,10/01,104.90
2014,133.00,1/06,84.10,10/27,106.07
2015,186.50,7/02,91.70,1/16,132.89
2016,123.00,3/08,73.10,11/18,90.62
2017,116.00,6/23,80.40,2/02,95.29
2018,140.00,1/25,79.10,11/13,106.09
