來思達,	8066
Year,最高價,日期,最低價,日期,收盤平均價
2004,12.65,12/30,11.20,12/24,12.03
2005,15.80,04/06,11.20,02/03,12.92
2006,16.50,01/10,2.47,08/28,7.33
2007,9.34,12/27,3.45,05/11,4.49
2008,8.19,01/02,0.90,12/31,4.31
2009,2.20,11/11,0.38,03/02,1.37
2010,20.75,10/20,1.47,05/19,9.92
2011,18.40,02/15,6.04,10/20,14.30
2012,42.80,09/26,2.11,03/29,5.58
2013,41.60,12/17,15.00,10/04,23.23
2014,86.30,07/01,31.00,01/24,67.88
2015,131.00,06/08,71.10,08/25,103.53
2016,111.00,03/16,81.00,10/18,97.83
2017,167.50,05/15,97.50,02/23,132.46
