台肥,	1722
Year,最高價,日期,最低價,日期,收盤平均價
2000,49.60,2/11,11.40,12/28,29.41
2001,20.30,2/20,10.10,7/25,14.73
2002,24.30,4/23,13.90,10/14,18.10
2003,23.70,10/22,15.30,3/11,18.54
2004,37.60,3/05,20.80,1/02,29.31
2005,45.40,7/22,30.40,11/07,37.60
2006,69.00,12/04,34.75,1/03,50.82
2007,86.00,11/01,53.00,3/14,67.70
2008,161.50,5/12,35.30,10/29,98.09
2009,122.50,10/08,49.00,3/03,91.27
2010,126.50,1/18,82.10,5/27,101.47
2011,117.50,1/05,63.30,12/19,88.65
2012,84.70,3/02,63.40,7/18,73.18
2013,78.40,6/04,66.00,12/20,71.54
2014,67.80,1/02,49.30,10/02,58.25
2015,58.20,5/06,35.70,8/24,48.08
2016,48.90,3/14,39.80,12/05,43.02
2017,43.90,2/14,37.45,12/15,40.41
2018,48.60,10/01,37.65,2/09,42.00
2019,51.70,5/28,42.70,1/04,46.82
