廣豐,	1416
Year,最高價,日期,最低價,日期,收盤平均價
2000,10.90,2/21,1.57,11/21,5.46
2001,4.17,3/27,1.74,10/08,2.52
2002,7.50,3/28,2.12,1/02,3.97
2003,5.50,1/27,2.23,5/02,3.38
2004,6.80,2/12,3.40,8/19,4.41
2005,5.40,1/04,2.85,10/21,3.78
2006,11.30,12/27,3.23,3/24,4.89
2007,14.25,7/19,6.37,12/21,9.95
2008,13.05,4/17,3.40,9/18,7.78
2009,12.30,12/30,3.66,3/03,6.75
2010,15.60,11/10,7.16,5/07,10.27
2011,15.80,1/03,8.30,11/24,11.62
2012,19.90,9/26,9.90,1/13,14.54
2013,23.20,11/01,15.35,8/08,17.43
2014,21.40,3/31,16.10,11/19,18.49
2015,19.70,3/31,14.30,8/25,17.24
2016,26.95,10/14,16.80,2/03,20.79
2017,30.20,3/31,16.05,12/08,24.38
2018,18.85,4/10,13.50,11/26,15.96
