合邦,	6103
Year,最高價,日期,最低價,日期,收盤平均價
2001,25.50,05/17,6.25,09/21,14.29
2002,105.00,04/19,15.50,01/18,58.31
2003,72.50,06/16,44.50,04/28,55.88
2004,69.50,02/20,22.80,11/01,45.91
2005,40.65,03/09,14.00,10/19,24.95
2006,27.80,12/29,13.95,06/12,18.65
2007,33.35,07/27,8.58,11/13,22.12
2008,13.30,01/04,0.66,09/23,4.33
2009,7.61,10/30,1.25,02/03,2.97
2010,7.37,03/25,3.51,12/17,5.28
2011,5.58,04/27,3.22,10/17,3.94
2012,3.85,01/18,1.36,11/28,2.31
2013,3.40,06/25,1.43,11/25,2.02
2014,5.26,07/02,1.74,01/03,3.49
2015,14.40,03/27,2.24,02/04,6.96
2016,22.00,05/12,4.57,01/15,13.59
2017,17.60,02/21,7.63,12/27,10.64
