世界,	5347
Year,最高價,日期,最低價,日期,收盤平均價
2000,62.00,06/15,12.95,12/30,38.96
2001,25.70,02/02,5.20,10/08,13.49
2002,28.00,04/17,7.10,12/30,15.16
2003,15.00,12/03,4.32,05/07,8.56
2004,22.50,11/24,9.60,07/20,14.83
2005,32.70,07/07,18.25,10/19,24.45
2006,26.20,05/11,18.35,07/24,21.76
2007,34.50,07/09,22.70,12/20,28.26
2008,24.80,04/21,6.06,11/24,16.90
2009,16.70,07/23,6.20,01/21,12.88
2010,17.50,01/12,10.80,05/26,14.38
2011,18.45,02/18,9.47,12/01,14.03
2012,20.85,12/27,10.35,01/02,16.20
2013,38.60,05/29,20.10,01/29,30.70
2014,53.60,12/31,32.95,01/27,44.13
2015,58.40,02/04,31.50,08/05,45.94
2016,69.50,10/24,36.90,01/22,53.26
2017,73.30,11/23,51.80,09/29,59.67
