聯上發,	2537
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.90,2/15,11.55,12/27,22.75
2001,9.70,1/04,1.23,10/09,3.12
2002,5.95,4/26,0.56,9/24,1.73
2003,3.30,7/18,1.15,5/05,2.18
2004,8.00,2/02,0.76,6/25,3.49
2005,4.44,1/03,1.21,11/09,2.11
2006,9.71,12/12,1.80,1/02,3.77
2007,10.00,4/17,6.89,12/24,8.45
2008,11.00,4/24,4.58,12/23,8.05
2009,15.00,8/03,4.65,1/15,10.35
2010,21.50,1/19,12.00,1/04,16.53
2011,19.80,1/17,13.20,12/01,15.38
2012,17.90,3/07,12.00,12/12,14.82
2013,21.70,6/06,14.50,1/17,17.06
2014,15.65,1/02,11.15,10/27,13.18
2015,12.15,2/13,6.81,8/25,9.66
2016,12.95,8/30,7.98,1/27,10.16
2017,11.20,3/24,8.13,12/08,9.18
2018,8.47,1/04,5.77,10/29,7.41
