鴻準,	2354
Year,最高價,日期,最低價,日期,收盤平均價
2000,95.50,2/18,20.30,12/11,59.76
2001,58.00,3/16,20.70,10/08,36.92
2002,51.00,3/25,26.70,8/06,36.78
2003,59.00,12/31,23.00,3/11,40.62
2004,76.50,1/30,41.50,8/18,60.02
2005,169.00,12/29,63.50,1/24,116.49
2006,393.50,12/29,148.00,1/23,253.45
2007,440.50,1/11,222.00,12/17,350.55
2008,268.50,1/02,54.50,11/21,147.57
2009,125.00,12/31,66.80,1/21,94.26
2010,144.00,1/19,91.50,9/09,112.55
2011,154.00,5/05,84.70,11/24,113.02
2012,144.50,3/02,88.10,12/21,109.34
2013,92.30,1/02,64.00,11/21,77.28
2014,92.70,12/04,64.60,2/11,74.99
2015,121.50,7/06,66.30,12/15,89.66
2016,96.90,10/21,57.20,1/14,77.17
2017,102.00,8/08,81.10,12/01,90.63
2018,88.70,1/19,59.20,12/11,74.08
