豐謙,	5523
Year,最高價,日期,最低價,日期,收盤平均價
2000,12.50,02/19,1.37,11/29,5.30
2001,2.99,02/20,1.57,10/31,2.21
2002,7.45,04/29,1.93,01/02,4.67
2003,11.75,12/31,5.20,01/03,6.95
2004,24.20,02/24,9.50,11/11,15.53
2005,17.20,10/31,9.16,05/30,13.50
2006,28.80,12/18,17.60,09/15,21.67
2007,30.30,07/18,16.75,11/08,24.88
2008,36.80,05/27,5.49,11/20,18.65
2009,20.35,04/27,4.54,03/03,14.17
2010,14.20,01/12,8.35,05/07,10.92
2011,15.70,06/30,8.85,12/28,12.77
2012,11.25,02/06,7.10,08/10,8.78
2013,22.30,10/08,7.25,07/01,11.13
2014,20.55,03/18,16.00,03/07,17.84
2015,18.45,01/12,7.50,12/22,13.85
2016,10.00,07/28,6.92,11/24,7.81
2017,17.90,05/03,7.00,01/16,13.28
