三商,	2905
Year,最高價,日期,最低價,日期,收盤平均價
2000,41.70,2/17,13.55,11/21,25.51
2001,26.40,4/02,14.30,7/25,19.56
2002,24.80,1/11,13.10,10/14,18.17
2003,15.70,1/03,6.80,5/02,9.69
2004,19.30,2/12,9.80,8/06,12.64
2005,13.20,1/04,6.20,9/23,8.57
2006,13.65,12/11,6.15,3/30,8.20
2007,28.15,7/26,11.50,1/15,17.75
2008,27.30,3/06,6.20,10/28,15.36
2009,17.95,11/10,8.01,3/03,13.07
2010,25.95,11/09,13.60,5/07,18.91
2011,42.80,7/28,19.35,3/16,27.73
2012,35.40,2/29,19.50,5/28,26.95
2013,28.20,1/11,19.70,8/22,23.50
2014,22.25,1/15,16.35,10/16,19.55
2015,24.15,3/31,15.90,8/24,20.24
2016,23.80,12/19,17.75,5/16,19.80
2017,27.50,3/20,21.05,6/19,23.73
2018,26.40,1/18,17.55,12/21,23.41
2019,22.60,11/26,16.60,5/14,18.56
