上曜,	1316
Year,最高價,日期,最低價,日期,收盤平均價
2000,29.20,4/20,2.47,11/21,11.28
2001,4.58,2/07,1.26,11/12,2.58
2002,6.15,4/09,1.81,1/23,3.33
2003,6.15,11/12,2.70,5/02,3.91
2004,6.65,2/11,2.82,8/19,4.20
2005,3.60,1/04,1.35,10/06,2.22
2006,11.85,12/26,2.10,3/21,4.45
2007,11.45,1/03,4.65,12/19,8.35
2008,8.19,5/19,3.22,11/24,5.83
2009,9.24,12/31,3.17,1/20,6.19
2010,21.10,12/31,8.61,1/22,11.33
2011,32.75,8/04,15.00,11/25,22.20
2012,26.15,7/05,7.31,11/09,18.26
2013,14.20,3/29,10.10,2/06,11.69
2014,14.20,2/25,10.80,1/07,12.27
2015,12.95,1/05,8.92,8/24,10.88
2016,12.45,3/17,9.30,1/14,10.76
2017,31.10,3/13,10.70,1/04,24.76
2018,25.50,1/03,12.00,12/26,19.44
2019,17.65,3/26,11.75,8/26,13.98
