雙鴻,	3324
Year,最高價,日期,最低價,日期,收盤平均價
2005,106.00,07/29,42.00,10/27,72.11
2006,63.80,01/02,18.35,09/14,34.52
2007,41.90,08/13,16.45,12/26,29.53
2008,18.20,03/25,4.20,12/25,11.65
2009,23.35,12/31,4.63,01/15,13.01
2010,30.55,12/27,16.10,09/02,24.19
2011,34.00,08/16,23.00,07/19,29.07
2012,48.75,03/19,25.20,11/21,37.98
2013,34.80,01/22,17.20,09/12,25.15
2014,29.80,02/27,14.05,11/19,24.46
2015,44.25,12/08,14.25,08/25,32.13
2016,121.50,08/12,36.20,01/05,81.13
2017,109.50,02/21,66.00,05/31,86.81
