海灣,	3252
Year,最高價,日期,最低價,日期,收盤平均價
2004,40.50,10/08,23.90,12/09,29.19
2005,33.70,03/14,10.45,11/02,20.80
2006,19.80,12/11,12.25,01/24,14.65
2007,25.70,07/20,9.27,12/21,16.71
2008,12.10,01/02,0.54,09/22,4.48
2009,12.20,10/26,0.92,06/05,3.15
2010,16.80,12/09,5.61,02/23,8.21
2011,28.60,11/09,12.95,01/13,19.67
2012,23.05,02/08,12.00,11/22,18.00
2013,48.55,12/31,12.65,01/21,35.28
2014,57.70,01/15,32.55,10/27,44.66
2015,35.00,04/13,17.50,12/11,23.08
2016,34.70,04/08,15.10,02/02,25.79
2017,33.80,02/24,19.30,11/24,25.71
