全達,	8068
Year,最高價,日期,最低價,日期,收盤平均價
2004,26.50,03/31,7.25,12/03,17.04
2005,11.15,03/11,4.04,11/08,6.76
2006,156.50,12/29,5.25,01/02,32.14
2007,176.00,01/03,60.70,05/08,94.50
2008,81.70,04/11,16.65,11/24,48.12
2009,79.20,04/27,22.80,01/06,53.15
2010,70.30,08/09,45.00,02/09,59.00
2011,60.50,03/04,16.85,12/14,45.92
2012,50.50,03/06,6.68,11/23,31.23
2013,8.95,05/29,4.85,09/14,6.73
2014,11.95,07/08,5.58,01/03,8.64
2015,18.30,03/17,6.18,01/21,13.69
2016,47.30,12/01,9.65,06/04,31.06
2017,45.00,01/16,19.40,12/28,35.63
