中鋼構,	2013
Year,最高價,日期,最低價,日期,收盤平均價
2000,37.20,2/22,16.00,11/02,24.51
2001,25.00,2/06,13.20,7/20,17.17
2002,18.50,4/25,12.20,10/08,15.45
2003,21.30,1/16,12.10,5/02,14.61
2004,24.50,3/02,13.50,5/18,16.97
2005,17.30,2/21,12.20,10/27,14.52
2006,16.40,12/27,12.50,7/21,13.76
2007,23.45,7/20,14.90,3/06,17.94
2008,33.70,5/21,10.55,10/28,18.38
2009,28.05,8/21,12.55,1/21,19.71
2010,29.25,1/12,20.65,2/06,23.29
2011,32.65,3/30,24.25,1/03,27.86
2012,32.00,7/04,26.60,1/02,29.38
2013,40.60,7/03,30.90,1/02,35.37
2014,35.60,1/02,24.75,11/17,30.47
2015,28.00,1/20,16.35,8/24,22.63
2016,26.80,4/14,18.25,1/14,21.82
2017,24.30,2/22,18.75,11/20,20.53
