毅嘉,	2402
Year,最高價,日期,最低價,日期,收盤平均價
2000,270.00,3/10,66.00,1/14,146.93
2001,123.00,4/24,23.70,9/20,66.33
2002,72.00,4/17,39.80,7/26,50.98
2003,72.50,11/14,34.90,4/28,51.23
2004,92.50,4/22,40.90,11/26,63.96
2005,47.30,1/03,22.65,8/25,32.67
2006,48.50,5/22,25.00,2/27,35.60
2007,42.70,1/18,20.95,12/18,31.15
2008,27.30,1/15,5.75,11/21,18.17
2009,22.40,12/31,6.30,1/15,13.63
2010,21.90,1/04,12.95,5/26,15.99
2011,21.95,3/04,10.65,8/23,16.58
2012,25.00,2/06,10.55,11/01,15.94
2013,16.90,5/22,13.45,1/17,15.18
2014,51.70,7/17,15.65,1/07,32.82
2015,35.10,1/22,13.10,8/25,23.41
2016,18.85,4/11,12.35,11/09,14.84
2017,25.70,3/24,15.00,12/08,18.74
