東訊,	2321
Year,最高價,日期,最低價,日期,收盤平均價
2000,135.50,4/06,23.60,12/30,64.53
2001,47.00,2/16,15.10,9/24,27.59
2002,36.40,2/06,13.35,10/07,21.98
2003,17.00,1/27,10.00,5/02,13.05
2004,20.30,4/13,11.60,5/18,15.15
2005,17.25,3/21,11.70,10/27,14.37
2006,16.10,5/09,11.85,7/17,13.50
2007,34.40,8/01,12.90,3/05,20.56
2008,24.35,4/23,8.14,9/19,16.00
2009,18.60,6/06,9.65,1/21,12.78
2010,15.00,1/12,8.61,5/25,10.36
2011,10.00,1/07,1.55,12/20,4.82
2012,4.00,2/07,1.40,8/22,2.33
2013,3.92,7/25,1.66,4/09,2.71
2014,4.30,6/30,2.05,11/20,3.21
2015,3.10,1/28,1.18,8/21,2.06
2016,3.38,8/23,1.31,5/26,2.02
2017,4.32,1/20,2.11,8/11,2.83
2018,4.19,6/08,1.91,10/19,2.92
