達邁,	3645
Year,最高價,日期,最低價,日期,收盤平均價
2011,35.60,10/31,18.50,12/16,27.21
2012,54.90,3/15,22.60,1/03,38.98
2013,34.75,1/02,19.80,11/08,28.14
2014,50.50,7/04,25.10,1/02,38.13
2015,55.60,3/19,23.20,12/15,38.54
2016,38.50,10/31,21.20,1/14,29.33
2017,94.70,12/27,31.50,1/03,45.92
2018,100.00,1/17,40.95,10/30,67.94
2019,65.00,4/01,40.30,1/04,50.72
