遠見,	3040
Year,最高價,日期,最低價,日期,收盤平均價
2002,51.00,9/16,31.20,10/14,39.70
2003,38.70,1/23,20.60,10/01,26.32
2004,30.30,3/05,12.70,11/03,18.85
2005,17.20,3/25,9.42,11/04,13.40
2006,17.45,12/25,11.00,3/29,12.50
2007,31.60,7/26,14.80,1/11,20.33
2008,18.90,5/09,7.20,11/21,12.68
2009,15.70,10/19,7.50,2/11,10.75
2010,16.70,12/29,10.50,5/26,13.22
2011,18.60,4/06,12.05,3/17,14.74
2012,19.00,3/19,12.10,1/30,14.52
2013,19.15,5/28,13.85,4/08,15.88
2014,38.00,7/07,18.55,1/02,29.69
2015,48.90,3/02,27.95,8/27,39.20
2016,38.95,12/06,26.70,8/19,30.62
2017,53.60,6/27,37.00,8/11,41.60
2018,63.90,3/19,29.80,10/12,44.60
2019,39.80,2/22,28.00,12/04,31.22
