良維,	6290
Year,最高價,日期,最低價,日期,收盤平均價
2005,32.00,12/22,20.50,06/28,23.56
2006,32.55,12/19,16.10,08/31,24.52
2007,33.00,01/10,10.10,12/21,20.99
2008,16.45,05/12,9.05,12/05,12.52
2009,55.70,12/10,9.01,01/16,39.80
2010,59.90,05/20,36.80,09/01,50.31
2011,47.40,01/03,24.80,11/24,35.60
2012,45.00,03/02,26.30,07/25,34.10
2013,28.80,01/02,22.55,08/08,25.66
2014,47.50,04/08,24.00,10/28,36.07
2015,37.45,03/13,16.25,08/25,30.82
2016,37.25,04/08,23.85,01/12,32.05
2017,75.50,10/27,26.60,01/13,49.26
