瑞利,	1512
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.50,2/21,3.50,12/27,8.22
2001,5.25,3/02,2.80,7/16,3.68
2002,8.70,12/11,3.28,2/27,5.39
2003,10.75,1/27,6.30,5/02,8.00
2004,11.30,10/18,7.60,8/18,9.45
2005,12.70,10/27,7.30,5/18,9.43
2006,12.25,5/15,8.13,9/14,9.93
2007,16.40,7/13,8.84,2/01,11.65
2008,12.60,4/21,5.03,12/24,8.73
2009,11.90,11/18,4.35,2/12,8.08
2010,11.20,1/12,7.41,5/26,8.76
2011,12.35,7/07,6.44,12/19,9.07
2012,9.58,3/27,6.52,1/13,7.81
2013,9.05,12/26,7.00,7/04,7.80
2014,11.75,2/13,5.36,10/27,8.36
2015,6.99,1/29,2.88,8/25,5.05
2016,7.38,1/08,4.00,5/13,5.00
2017,16.25,11/08,5.80,1/16,10.37
