統一實,	9907
Year,最高價,日期,最低價,日期,收盤平均價
2000,17.70,2/22,3.82,11/21,10.04
2001,8.20,3/26,3.67,9/19,5.05
2002,11.10,12/11,3.97,1/17,6.62
2003,13.20,1/23,7.45,5/02,9.62
2004,14.40,3/19,7.60,8/18,9.91
2005,9.80,1/04,5.80,11/09,7.71
2006,14.70,12/29,5.90,3/24,8.10
2007,20.30,8/23,11.10,3/06,14.31
2008,19.15,5/15,9.17,10/28,13.63
2009,13.70,6/02,9.34,1/16,11.67
2010,16.90,11/10,10.60,2/06,14.12
2011,20.40,7/25,13.00,12/19,16.10
2012,18.55,8/06,13.80,1/09,16.13
2013,33.20,10/31,16.70,1/28,24.79
2014,36.60,4/02,15.95,10/17,26.29
2015,24.85,3/10,13.15,8/25,18.51
2016,16.35,3/08,13.00,11/09,14.50
2017,16.30,3/24,13.30,12/08,14.36
