燦坤,	2430
Year,最高價,日期,最低價,日期,收盤平均價
2000,48.70,9/15,21.20,12/28,33.17
2001,67.50,3/23,24.50,1/02,43.73
2002,59.50,3/26,32.80,10/11,45.86
2003,59.50,1/21,35.90,4/28,47.67
2004,65.00,3/02,31.50,10/27,44.42
2005,56.30,9/09,32.60,1/25,45.69
2006,57.10,2/07,23.25,11/03,40.30
2007,50.80,10/31,27.25,1/22,37.62
2008,48.40,5/20,8.70,10/28,30.64
2009,63.50,12/14,10.40,2/23,27.22
2010,79.40,4/28,50.60,1/27,59.82
2011,74.00,8/02,55.10,3/15,61.88
2012,73.50,3/05,55.50,11/05,63.84
2013,60.30,3/01,38.80,11/26,46.40
2014,44.95,1/15,29.60,11/25,38.00
2015,33.10,1/05,16.50,8/25,25.11
2016,31.00,10/04,18.80,1/18,25.74
2017,30.95,5/09,22.70,12/08,26.12
2018,26.05,6/08,19.00,10/29,22.74
