華邦電,	2344
Year,最高價,日期,最低價,日期,收盤平均價
2000,106.50,6/14,27.10,11/21,70.16
2001,45.70,1/18,9.25,10/08,26.64
2002,30.80,2/19,12.70,10/08,20.98
2003,21.90,7/24,11.65,5/02,16.52
2004,22.60,4/20,11.40,10/27,15.26
2005,13.35,7/20,7.35,10/27,10.56
2006,13.60,12/01,8.80,7/18,10.25
2007,14.20,7/30,7.80,12/18,11.18
2008,9.79,1/21,1.94,11/26,6.35
2009,9.78,12/31,2.81,1/21,5.63
2010,9.99,1/05,6.67,2/06,8.32
2011,11.15,1/25,3.51,12/09,7.48
2012,6.96,2/16,3.83,11/06,4.72
2013,10.10,5/29,4.91,1/10,7.29
2014,12.75,7/08,7.35,2/05,9.47
2015,11.40,1/05,5.95,7/28,8.61
2016,10.55,8/23,6.89,1/18,9.32
2017,30.35,11/28,9.93,1/10,19.50
2018,25.25,1/04,11.35,10/26,17.83
