喬鼎,	3057
Year,最高價,日期,最低價,日期,收盤平均價
2002,73.50,12/18,61.00,12/26,66.00
2003,79.50,8/06,38.70,11/05,58.91
2004,53.00,1/30,16.40,9/21,29.81
2005,29.40,4/13,12.00,11/08,19.26
2006,29.70,12/26,10.60,6/13,15.44
2007,43.45,2/26,14.75,11/28,29.67
2008,32.00,6/06,9.27,11/20,19.51
2009,29.50,12/16,11.40,1/05,17.91
2010,31.75,12/23,19.00,5/26,23.84
2011,32.70,1/18,13.00,9/26,21.91
2012,23.20,2/22,10.50,10/30,15.90
2013,37.55,12/24,12.05,1/17,22.13
2014,57.50,3/06,30.40,10/16,41.83
2015,39.80,1/15,11.80,8/25,24.48
2016,22.35,1/29,12.95,11/15,16.29
2017,16.30,2/07,9.92,12/13,13.23
2018,13.05,9/03,7.77,5/16,9.28
