港建,	3093
Year,最高價,日期,最低價,日期,收盤平均價
2005,92.00,07/26,66.30,06/17,76.77
2006,96.80,04/24,62.00,11/09,77.10
2007,88.40,06/27,43.00,12/20,64.35
2008,73.00,05/08,38.00,02/13,55.92
2009,67.70,05/21,41.80,02/02,54.99
2010,74.70,11/08,47.50,02/06,62.01
2011,71.90,03/25,39.40,12/13,62.26
2012,53.40,03/19,40.20,07/24,46.09
2013,45.00,05/28,39.00,11/12,42.19
2014,50.50,04/01,37.00,10/31,44.37
2015,47.30,04/10,24.60,08/26,36.83
2016,41.55,07/14,25.75,01/14,35.81
2017,37.80,03/22,27.50,12/29,31.34
