協易機,	4533
Year,最高價,日期,最低價,日期,收盤平均價
2002,29.00,12/10,13.95,05/23,22.31
2003,29.20,12/26,18.60,07/16,23.69
2004,36.20,02/13,15.60,08/09,22.64
2005,17.50,01/04,14.00,06/14,15.63
2006,24.35,05/18,16.70,01/25,19.47
2007,38.45,09/06,18.05,03/15,28.98
2008,28.80,05/12,11.10,12/31,21.06
2009,12.80,12/16,7.66,02/03,10.79
2010,16.85,04/19,10.40,11/26,14.10
2011,21.50,04/15,8.80,12/20,16.09
2012,14.40,03/27,9.81,01/13,11.86
2013,17.80,10/08,10.20,01/09,14.35
2014,18.45,03/07,13.30,11/18,16.56
2015,14.80,01/29,9.50,08/25,12.72
2016,18.20,03/22,11.55,01/18,14.93
2017,16.60,03/08,12.40,12/08,14.29
