能率網通,	8071
Year,最高價,日期,最低價,日期,收盤平均價
2003,25.60,12/29,25.40,12/31,25.46
2004,36.40,04/12,16.40,12/10,23.57
2005,19.40,03/07,4.80,11/29,11.76
2006,8.37,01/11,2.60,10/23,4.70
2007,14.10,07/09,4.31,12/26,7.58
2008,10.20,10/17,2.71,09/24,4.43
2009,42.45,12/15,6.50,04/02,25.55
2010,54.00,03/29,31.00,01/27,42.06
2011,37.70,01/19,16.65,12/19,29.45
2012,30.90,05/08,17.25,12/14,24.72
2013,34.40,10/21,17.35,01/02,27.84
2014,32.50,01/02,19.80,12/02,26.77
2015,21.95,04/27,10.80,08/25,17.95
2016,17.10,03/10,9.92,11/25,12.44
2017,24.50,09/15,10.45,01/05,19.50
