穎漢,	4562
Year,最高價,日期,最低價,日期,收盤平均價
2017,46.50,8/21,39.60,12/05,42.12
2018,44.90,1/18,33.40,11/06,38.86
2019,37.00,1/03,23.00,11/27,31.73
