三芳,	1307
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.00,3/04,6.80,12/08,16.12
2001,15.90,3/14,6.60,10/08,9.61
2002,30.50,12/10,9.50,1/17,16.22
2003,35.20,8/25,18.50,3/26,25.80
2004,31.50,3/19,19.20,7/23,24.56
2005,23.20,1/07,15.00,11/09,17.70
2006,24.50,12/20,15.55,6/23,18.12
2007,30.90,10/24,22.10,3/06,26.39
2008,30.50,5/23,15.25,10/28,22.84
2009,41.00,10/30,16.30,3/03,27.47
2010,40.70,1/19,31.50,7/02,35.67
2011,37.80,5/10,21.25,12/19,30.43
2012,27.40,3/16,21.75,1/17,23.80
2013,32.20,12/26,23.40,1/18,26.92
2014,32.10,4/10,28.10,10/27,29.77
2015,58.00,4/30,29.65,1/06,39.98
2016,41.60,3/23,33.20,11/09,36.98
2017,38.95,6/22,33.00,12/20,35.99
2018,34.40,1/18,21.70,11/29,28.74
2019,26.35,2/21,21.90,8/22,23.97
