青鋼,	8930
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.65,12/06,8.55,12/29,10.79
2001,18.20,12/19,8.60,01/03,10.65
2002,20.80,01/14,12.00,10/14,15.41
2003,17.60,01/22,8.70,10/03,12.61
2004,14.55,03/18,8.25,12/09,9.99
2005,9.30,02/21,5.70,11/08,8.04
2006,13.30,10/19,6.35,03/22,9.05
2007,21.40,10/03,12.00,02/02,14.80
2008,19.15,05/22,9.20,12/31,13.91
2009,14.45,12/31,8.20,02/23,10.79
2010,17.30,10/14,12.40,02/06,15.48
2011,18.10,06/20,11.25,09/26,15.91
2012,13.85,01/02,10.20,08/01,11.93
2013,16.40,12/30,12.05,02/27,14.94
2014,18.75,03/21,11.75,10/20,16.43
2015,15.10,01/08,8.71,12/03,12.19
2016,14.05,12/23,8.70,01/18,11.28
2017,16.85,03/14,12.35,01/03,14.65
