品安,	8088
Year,最高價,日期,最低價,日期,收盤平均價
2004,61.50,12/17,35.20,05/17,46.75
2005,41.10,01/06,8.37,10/19,18.75
2006,31.60,12/01,10.25,03/27,15.68
2007,35.00,07/12,11.75,12/21,25.30
2008,16.05,04/29,3.59,11/19,9.70
2009,23.55,12/31,4.25,01/20,12.92
2010,33.50,01/18,12.10,11/09,25.56
2011,23.20,05/09,8.82,12/13,17.47
2012,19.85,10/12,9.45,01/13,15.77
2013,55.70,06/07,17.25,01/04,37.11
2014,40.20,04/22,18.30,12/01,34.06
2015,25.20,01/05,11.90,08/25,18.73
2016,29.90,07/07,14.75,01/18,23.60
2017,27.75,04/20,17.15,12/07,23.18
