緯創,	3231
Year,最高價,日期,最低價,日期,收盤平均價
2003,37.30,8/21,26.40,12/10,29.48
2004,30.50,3/10,12.40,8/30,20.20
2005,45.00,12/06,13.15,1/20,26.71
2006,51.00,12/28,31.20,8/08,39.28
2007,70.10,11/07,42.80,3/06,55.73
2008,61.00,1/02,17.30,11/19,42.98
2009,69.30,7/24,22.20,1/21,49.36
2010,67.00,1/11,47.40,6/30,56.66
2011,61.10,1/05,30.40,8/24,45.14
2012,50.10,2/09,26.70,10/30,37.43
2013,36.05,1/28,24.20,12/20,29.20
2014,35.40,8/27,24.40,5/15,28.07
2015,30.85,1/14,12.05,8/24,22.20
2016,25.35,7/29,15.55,1/14,21.43
2017,32.10,6/26,21.65,12/08,26.88
2018,28.30,3/14,16.90,10/12,22.01
