廣隆,	1537
Year,最高價,日期,最低價,日期,收盤平均價
2002,68.50,3/07,38.00,12/16,51.33
2003,41.30,1/22,24.20,9/17,31.44
2004,28.90,2/12,16.30,11/03,22.63
2005,18.00,2/22,12.50,10/04,14.86
2006,35.80,12/20,13.20,2/09,22.08
2007,43.90,4/24,27.85,8/17,36.87
2008,45.50,4/25,13.80,12/29,31.09
2009,45.00,11/18,13.40,1/16,25.68
2010,64.90,11/11,31.70,2/06,51.72
2011,67.10,3/16,34.40,11/22,51.33
2012,61.70,10/17,39.80,1/13,51.56
2013,88.90,7/31,57.80,1/02,73.32
2014,115.00,8/05,74.20,1/13,97.19
2015,165.00,6/11,92.50,2/02,123.49
2016,169.50,8/05,123.50,1/18,142.48
2017,167.50,6/28,141.00,12/27,153.59
2018,156.50,8/14,136.50,2/09,145.42
