聯發科,	2454
Year,最高價,日期,最低價,日期,收盤平均價
2001,588.00,12/31,219.00,9/19,356.30
2002,783.00,4/02,240.00,10/14,473.39
2003,434.00,7/28,252.00,2/07,324.87
2004,396.00,3/02,187.00,8/04,276.29
2005,403.50,12/30,171.00,1/27,277.87
2006,418.00,5/11,259.00,8/02,332.34
2007,656.00,10/30,325.50,3/05,477.25
2008,444.50,4/15,177.00,12/08,327.67
2009,558.00,12/31,228.00,1/05,412.88
2010,590.00,1/18,372.00,10/19,477.82
2011,424.00,1/05,221.00,8/09,315.56
2012,351.00,12/13,235.00,4/30,294.00
2013,448.50,11/05,295.00,1/07,366.02
2014,545.00,7/03,384.00,1/22,467.41
2015,505.00,1/26,227.00,8/26,354.68
2016,265.00,3/15,192.00,5/06,230.85
2017,350.50,11/01,203.00,2/02,259.84
2018,374.50,4/19,199.50,10/29,279.67
