富旺,	6219
Year,最高價,日期,最低價,日期,收盤平均價
2003,13.40,07/15,6.20,10/15,9.05
2004,10.60,04/16,2.83,12/07,6.49
2005,3.99,09/13,2.40,02/16,3.05
2006,11.05,11/17,3.10,01/06,6.10
2007,18.40,07/09,5.68,12/26,10.08
2008,7.21,05/19,1.47,11/27,4.80
2009,14.50,12/17,1.83,06/19,4.40
2010,34.55,04/14,12.00,01/08,24.80
2011,25.50,01/13,12.80,05/18,18.72
2012,26.00,12/22,13.80,09/06,21.32
2013,24.85,01/02,16.60,03/15,19.59
2014,22.80,05/09,14.30,07/14,19.70
2015,19.50,03/30,10.05,07/22,14.65
2016,12.40,02/16,10.55,03/31,11.14
2017,11.40,02/10,9.87,09/06,10.60
