銘異,	3060
Year,最高價,日期,最低價,日期,收盤平均價
2003,74.00,12/31,38.50,4/21,59.01
2004,97.50,2/18,47.50,6/29,69.14
2005,77.50,2/21,40.35,10/28,59.42
2006,69.50,12/27,34.45,9/15,45.08
2007,88.70,7/24,32.50,12/18,58.86
2008,54.70,5/23,19.60,11/21,38.55
2009,51.00,12/11,20.70,1/20,32.40
2010,98.50,12/29,40.50,2/06,54.29
2011,96.20,1/03,42.20,11/25,72.46
2012,92.50,9/28,52.10,1/16,75.18
2013,178.00,12/24,77.20,4/15,105.46
2014,213.00,4/09,116.50,10/28,166.41
2015,165.50,1/05,42.00,8/25,92.62
2016,60.60,3/15,28.55,11/29,42.97
2017,38.40,3/01,25.70,8/15,30.74
2018,28.20,1/05,14.00,10/30,20.06
