詩肯,	6195
Year,最高價,日期,最低價,日期,收盤平均價
2002,91.50,10/21,67.00,11/13,74.82
2003,86.50,01/09,36.50,10/13,59.19
2004,39.30,02/10,5.70,12/15,19.81
2005,7.34,03/10,2.86,09/13,4.54
2006,13.30,12/04,2.83,08/22,5.96
2007,22.70,07/26,11.20,12/20,16.22
2008,14.05,06/02,4.86,09/18,9.52
2009,21.60,12/17,6.40,02/03,15.95
2010,56.60,08/30,19.00,01/08,38.91
2011,69.50,06/02,30.50,03/17,54.57
2012,69.80,03/26,40.50,11/21,55.35
2013,120.00,12/02,44.50,01/17,77.96
2014,116.00,02/19,71.60,11/18,99.17
2015,81.00,01/12,41.00,08/25,65.98
2016,54.90,03/07,41.80,08/17,48.13
2017,64.10,04/19,47.30,01/23,55.99
