佳大,	2033
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.30,9/11,4.49,11/24,7.84
2001,8.95,2/06,4.84,9/24,6.60
2002,35.20,7/04,5.20,1/24,15.11
2003,19.90,1/24,9.80,5/02,12.40
2004,19.20,3/04,10.40,5/18,12.73
2005,13.50,3/30,6.99,10/31,10.34
2006,10.90,12/29,7.23,9/15,8.23
2007,12.75,4/17,8.85,8/20,10.18
2008,48.40,12/22,7.20,1/29,21.32
2009,69.20,2/09,16.55,6/22,29.13
2010,24.20,1/04,15.90,11/09,18.27
2011,18.05,1/04,8.12,12/20,13.73
2012,13.95,2/21,8.71,1/06,10.96
2013,13.90,1/07,9.85,11/13,11.19
2014,13.10,8/29,8.30,11/18,10.03
2015,10.65,4/20,7.40,9/30,9.06
2016,9.99,2/24,8.42,6/13,9.23
2017,10.00,3/07,8.58,8/14,9.20
2018,19.60,2/23,9.17,1/02,11.97
