凱衛,	5201
Year,最高價,日期,最低價,日期,收盤平均價
2000,30.40,10/12,8.95,12/30,16.68
2001,20.30,03/16,3.84,10/18,9.87
2002,15.30,04/19,4.00,12/25,7.53
2003,5.15,06/20,2.81,05/21,3.77
2004,17.80,12/29,4.00,03/25,8.82
2005,28.10,07/26,13.50,03/02,23.58
2006,30.60,04/06,7.99,09/18,16.68
2007,31.00,11/20,13.30,02/02,20.57
2008,50.80,02/25,24.90,10/27,36.30
2009,36.00,01/10,14.05,12/10,22.01
2010,28.50,05/04,13.90,02/06,20.02
2011,17.25,01/04,8.85,12/29,12.75
2012,10.85,02/29,7.34,08/07,9.35
2013,17.00,06/27,8.86,03/07,14.14
2014,18.55,03/07,12.85,10/16,16.02
2015,16.55,03/20,10.50,08/25,14.92
2016,51.50,11/22,11.65,01/13,32.78
2017,32.20,01/03,13.80,08/14,20.02
