時報,	8923
Year,最高價,日期,最低價,日期,收盤平均價
2000,52.50,04/17,15.60,12/05,33.67
2001,33.40,02/23,13.35,10/19,19.38
2002,18.00,06/14,14.50,10/14,16.11
2003,17.10,03/25,12.80,12/12,14.55
2004,16.00,02/11,12.45,03/26,13.35
2005,14.50,06/20,12.40,12/12,13.25
2006,14.25,12/22,12.00,09/04,12.83
2007,16.50,05/08,12.50,12/26,14.20
2008,14.10,06/18,8.05,10/27,11.18
2009,15.20,04/16,8.30,01/17,12.61
2010,24.15,08/23,14.00,02/06,19.26
2011,21.45,05/13,15.60,12/30,18.66
2012,19.70,03/21,15.10,11/01,17.61
2013,19.75,12/09,15.30,01/29,17.43
2014,19.75,06/23,16.40,06/25,17.87
2015,18.85,06/23,15.05,08/26,17.41
2016,19.30,06/03,15.70,01/07,17.10
2017,18.55,04/14,14.35,12/25,15.64
