亞矽,	6113
Year,最高價,日期,最低價,日期,收盤平均價
2001,56.50,12/31,24.20,10/18,35.60
2002,56.00,01/29,9.60,12/31,28.92
2003,15.40,12/01,7.45,04/30,11.24
2004,19.90,05/07,6.30,12/28,13.00
2005,7.89,03/10,4.75,11/03,6.33
2006,9.24,12/26,5.80,09/14,7.17
2007,11.30,07/30,5.62,12/26,7.98
2008,9.27,06/27,3.88,12/31,6.27
2009,16.00,12/16,3.48,02/23,11.50
2010,30.90,12/13,10.60,02/08,23.65
2011,24.75,01/13,9.11,11/24,16.20
2012,13.15,02/10,7.65,06/12,10.69
2013,12.45,07/04,7.90,11/19,10.30
2014,16.70,11/13,8.03,04/28,12.48
2015,12.10,03/19,7.54,11/12,10.24
2016,12.00,12/01,6.54,05/13,9.14
2017,11.20,04/19,8.81,12/18,9.98
