先益,	3531
Year,最高價,日期,最低價,日期,收盤平均價
2008,64.50,04/30,16.95,11/20,34.82
2009,45.90,12/17,16.05,02/03,33.47
2010,45.00,01/04,28.65,08/31,34.71
2011,30.50,01/04,17.00,12/21,25.79
2012,24.90,09/13,16.80,07/26,21.97
2013,29.00,07/29,20.00,01/17,25.97
2014,31.50,03/21,20.00,12/17,27.18
2015,21.85,01/13,12.65,08/26,18.66
2016,19.75,08/25,12.45,01/18,16.84
2017,34.60,09/11,17.20,01/04,27.20
