晟銘電,	3013
Year,最高價,日期,最低價,日期,收盤平均價
2002,37.50,9/18,21.20,12/31,27.22
2003,25.50,1/14,14.50,9/26,18.97
2004,23.00,2/19,11.55,9/20,16.00
2005,14.40,7/22,9.95,9/02,12.31
2006,14.00,6/06,10.00,8/09,12.03
2007,16.70,7/24,9.90,12/21,12.97
2008,11.90,1/15,7.78,11/20,10.03
2009,11.65,12/21,7.80,7/13,9.12
2010,37.75,12/28,10.50,1/06,23.90
2011,66.50,6/02,18.20,12/09,38.17
2012,34.15,9/04,18.60,1/16,25.84
2013,28.95,1/09,19.15,6/17,22.22
2014,49.15,7/28,19.25,10/28,32.77
2015,30.80,3/25,15.55,12/18,21.74
2016,21.40,9/22,11.40,5/20,15.91
2017,26.15,4/11,17.00,2/02,19.69
2018,22.65,1/04,12.20,10/12,17.19
