豐泰,	9910
Year,最高價,日期,最低價,日期,收盤平均價
2000,48.20,2/21,18.10,11/21,33.18
2001,28.90,2/21,18.50,7/25,23.06
2002,37.20,5/30,23.20,8/06,28.12
2003,34.00,12/31,24.70,4/30,28.02
2004,38.80,2/17,31.00,7/15,34.61
2005,36.85,6/24,31.80,7/06,34.81
2006,37.30,1/11,23.90,11/03,30.38
2007,30.95,8/08,24.20,12/18,27.22
2008,26.20,1/02,13.75,11/20,20.77
2009,30.20,12/09,15.00,2/05,22.84
2010,35.00,4/16,25.90,2/06,30.61
2011,33.35,1/19,23.65,9/14,28.30
2012,34.95,12/28,25.80,1/18,29.65
2013,79.70,10/08,34.00,1/18,56.49
2014,96.20,12/31,62.90,1/10,82.32
2015,212.00,10/05,91.90,1/07,166.73
2016,189.00,3/21,107.50,11/14,145.41
2017,151.50,9/13,110.50,4/14,131.24
