立碁,	8111
Year,最高價,日期,最低價,日期,收盤平均價
2004,43.40,02/10,17.20,12/30,29.69
2005,42.80,07/29,16.80,01/26,26.76
2006,53.00,05/19,29.30,02/24,39.12
2007,57.90,03/30,22.80,12/21,44.78
2008,36.30,05/20,6.31,12/29,20.42
2009,21.60,12/08,7.00,01/21,15.56
2010,34.20,04/16,17.10,02/06,25.72
2011,27.95,03/10,7.71,12/20,20.15
2012,13.35,02/23,4.80,11/06,9.06
2013,7.50,10/09,5.00,08/12,6.41
2014,10.40,03/26,4.87,10/16,7.99
2015,7.78,02/11,3.40,08/25,5.74
2016,5.35,09/29,3.62,01/13,4.42
2017,14.00,05/23,4.16,01/04,9.49
