豐達科,	3004
Year,最高價,日期,最低價,日期,收盤平均價
2002,42.10,2/27,14.85,8/15,23.43
2003,55.50,1/28,18.10,5/15,27.83
2004,39.00,2/20,1.84,10/26,21.41
2005,3.19,2/25,1.27,11/17,2.30
2006,2.36,12/29,1.41,11/15,1.83
2007,4.31,3/27,1.85,3/02,2.98
2008,14.10,10/28,1.36,9/08,3.15
2009,10.65,3/13,4.64,6/01,6.91
2010,22.80,11/02,6.50,1/27,15.04
2011,33.45,10/28,18.45,2/23,24.01
2012,61.40,3/27,26.60,1/02,42.94
2013,46.90,3/15,36.00,11/06,39.95
2014,91.00,6/16,34.25,2/05,58.77
2015,62.30,12/08,34.10,8/25,46.20
2016,71.10,4/18,47.85,11/14,58.03
2017,55.40,12/13,46.10,9/25,49.66
2018,68.10,7/19,45.60,2/09,56.14
2019,114.50,3/22,58.60,1/04,90.42
