達威,	5432
Year,最高價,日期,最低價,日期,收盤平均價
2000,70.50,03/30,6.90,12/27,25.99
2001,19.90,04/24,6.25,11/01,11.48
2002,30.10,03/01,11.70,01/03,19.88
2003,25.50,07/30,12.70,09/10,17.11
2004,18.70,03/05,6.60,12/31,12.43
2005,7.40,07/20,4.33,10/28,5.84
2006,11.25,03/08,6.55,01/23,8.67
2007,31.65,07/25,10.35,01/05,19.58
2008,18.30,01/02,3.41,11/26,10.35
2009,8.74,10/28,0.84,09/11,5.14
2010,7.88,11/19,3.77,08/26,5.69
2011,21.40,11/14,3.98,06/22,10.21
2012,20.10,10/24,9.61,01/31,14.17
2013,27.80,04/22,15.00,08/27,21.26
2014,20.40,03/07,14.75,12/19,17.35
2015,21.60,04/17,13.50,08/25,16.69
2016,23.40,12/23,14.70,01/21,17.45
2017,29.00,04/11,19.05,03/13,23.08
