泰山,	1218
Year,最高價,日期,最低價,日期,收盤平均價
2000,19.50,2/19,4.00,11/24,9.60
2001,6.60,2/21,3.10,11/15,4.46
2002,8.15,5/06,3.84,1/02,5.67
2003,7.00,1/24,4.16,5/22,5.33
2004,12.20,3/02,5.45,1/02,7.88
2005,8.80,1/04,5.01,10/20,6.48
2006,8.34,12/29,5.11,3/22,6.29
2007,14.15,7/19,6.60,3/06,8.97
2008,13.80,4/25,4.04,10/28,8.69
2009,14.35,11/12,5.65,3/03,10.64
2010,20.50,8/19,10.15,2/06,15.45
2011,23.50,7/29,12.60,12/20,16.92
2012,18.40,3/05,13.80,1/09,15.73
2013,16.45,1/11,12.90,11/14,14.63
2014,15.20,3/27,10.80,10/16,12.97
2015,13.65,4/14,9.50,8/25,11.61
2016,18.00,10/04,11.20,1/07,13.88
2017,24.70,7/24,13.75,5/23,17.10
