美隆電,	2477
Year,最高價,日期,最低價,日期,收盤平均價
2001,75.00,12/26,33.20,9/19,47.90
2002,98.50,1/28,51.50,8/06,73.97
2003,70.00,1/14,41.20,10/03,53.16
2004,51.00,2/09,22.50,10/01,37.89
2005,30.15,3/07,13.25,10/28,20.84
2006,26.10,12/05,15.60,6/09,19.76
2007,45.60,9/10,19.45,1/30,30.06
2008,24.80,1/02,5.99,11/21,14.39
2009,15.45,12/21,6.41,1/21,10.09
2010,22.40,8/26,11.10,6/09,14.61
2011,17.25,3/09,9.72,11/23,13.67
2012,13.35,12/28,7.36,6/04,10.34
2013,23.80,10/30,11.25,4/22,15.15
2014,23.80,2/20,10.80,12/02,16.74
2015,16.05,4/10,9.18,8/27,12.70
2016,19.00,12/02,10.75,1/22,13.74
2017,36.50,10/16,16.75,1/20,23.94
2018,37.00,2/01,17.00,9/18,23.95
2019,30.20,11/29,18.75,3/12,22.54
