蒙恬,	5211
Year,最高價,日期,最低價,日期,收盤平均價
2002,40.00,12/24,32.20,12/27,36.35
2003,39.30,01/03,28.00,05/12,31.09
2004,35.60,04/16,19.50,12/23,27.59
2005,24.30,08/01,14.20,10/31,17.68
2006,31.10,12/12,14.40,02/24,20.71
2007,66.00,08/01,26.20,01/11,44.05
2008,42.70,01/03,13.00,11/24,30.02
2009,59.20,12/31,13.75,01/21,29.84
2010,100.50,09/17,34.85,02/08,74.61
2011,89.70,03/09,30.50,08/23,63.17
2012,54.50,03/02,25.40,11/22,42.20
2013,33.10,03/29,20.00,11/12,28.14
2014,40.75,07/07,22.60,02/05,33.37
2015,45.25,04/08,17.00,08/25,34.05
2016,26.40,08/08,18.80,01/18,22.28
2017,24.25,02/14,19.75,07/28,21.66
