高雄銀,	2836
Year,最高價,日期,最低價,日期,收盤平均價
2000,19.40,2/21,6.10,11/21,12.39
2001,19.30,12/18,9.05,1/02,13.83
2002,19.70,4/22,13.00,10/07,16.42
2003,23.30,1/24,14.10,8/12,16.79
2004,27.70,3/04,18.10,1/02,23.37
2005,25.70,1/17,17.65,12/12,21.11
2006,19.10,12/27,12.60,9/14,14.96
2007,24.00,9/03,15.05,12/26,18.31
2008,20.60,4/16,5.70,10/28,12.88
2009,11.95,5/25,5.77,3/03,9.12
2010,16.40,12/31,9.60,5/25,11.82
2011,17.00,1/03,8.18,12/20,12.00
2012,10.15,2/14,7.91,6/04,8.87
2013,9.93,3/12,9.01,6/21,9.49
2014,9.88,7/29,8.78,10/16,9.39
2015,10.20,4/29,7.83,8/24,9.04
2016,9.57,8/08,8.32,1/27,8.88
2017,10.40,7/27,8.97,11/15,9.57
2018,9.90,1/15,8.53,10/29,9.36
