前鼎,	4908
Year,最高價,日期,最低價,日期,收盤平均價
2002,57.00,03/15,10.20,10/14,24.55
2003,16.40,01/27,7.25,10/08,10.85
2004,17.60,04/14,7.70,08/27,11.11
2005,26.75,12/30,8.50,01/20,13.01
2006,78.40,12/25,22.00,01/23,53.51
2007,131.00,03/26,39.00,12/21,86.60
2008,56.00,04/24,15.55,11/24,34.55
2009,62.00,12/31,19.00,02/05,37.95
2010,66.40,01/19,33.30,11/04,53.91
2011,51.00,03/02,20.00,09/27,40.35
2012,32.95,02/13,22.65,11/22,28.00
2013,28.45,01/08,21.90,08/28,25.83
2014,38.65,03/19,25.35,10/16,32.89
2015,31.60,03/20,15.10,08/25,24.93
2016,23.80,03/21,15.50,11/14,18.46
2017,28.80,12/21,16.30,05/11,22.64
