新光金,	2888
Year,最高價,日期,最低價,日期,收盤平均價
2002,25.50,4/23,6.30,10/08,14.39
2003,23.90,11/04,7.90,4/28,13.98
2004,34.50,4/21,19.90,7/27,28.05
2005,34.30,7/25,23.15,10/28,29.52
2006,39.00,5/08,24.50,1/03,30.53
2007,43.80,7/16,21.70,12/26,31.75
2008,29.15,4/24,6.60,10/28,18.15
2009,17.00,5/26,6.35,3/03,11.87
2010,14.20,12/31,10.25,6/10,11.78
2011,15.05,1/05,7.46,12/19,11.20
2012,10.35,3/02,7.39,11/01,8.60
2013,10.70,10/17,8.06,1/24,9.73
2014,10.65,1/20,8.81,10/17,9.51
2015,10.25,4/29,6.47,12/14,8.60
2016,8.63,11/30,5.99,1/18,6.74
2017,10.80,12/14,7.61,6/06,8.73
2018,12.75,3/13,8.91,12/21,11.26
2019,10.70,12/19,8.28,1/04,9.25
