伍豐,	8076
Year,最高價,日期,最低價,日期,收盤平均價
2003,87.00,12/18,74.50,12/15,83.61
2004,129.00,04/26,72.00,12/20,90.28
2005,273.50,12/30,73.50,01/10,111.78
2006,460.00,12/29,262.00,08/28,339.82
2007,1085.00,07/27,282.00,12/21,522.31
2008,346.00,04/17,47.00,11/19,179.43
2009,96.60,06/02,57.00,01/21,77.63
2010,84.20,09/07,49.40,05/26,70.13
2011,63.80,01/04,21.65,12/19,46.21
2012,50.70,03/06,24.00,01/16,40.15
2013,132.00,10/22,39.20,03/14,90.24
2014,211.00,06/23,88.40,10/28,145.30
2015,130.00,06/02,68.40,08/25,102.09
2016,93.10,03/15,57.60,11/14,74.58
2017,64.20,02/20,39.60,08/14,50.40
