先進光,	3362
Year,最高價,日期,最低價,日期,收盤平均價
2005,34.10,09/14,22.00,11/07,26.17
2006,32.00,02/14,13.30,10/13,19.41
2007,25.00,07/20,14.35,12/21,18.99
2008,15.45,04/03,8.50,11/04,11.96
2009,40.80,11/13,9.50,01/08,29.58
2010,43.90,04/28,21.40,12/06,36.58
2011,29.40,01/12,14.70,10/04,23.42
2012,41.30,10/18,16.20,01/12,29.31
2013,49.80,08/06,19.05,11/25,32.29
2014,36.00,09/04,23.70,01/27,30.46
2015,29.00,01/07,12.60,12/14,22.45
2016,29.55,12/01,11.55,01/26,23.86
2017,87.40,09/05,23.60,01/03,61.87
