高技,	5439
Year,最高價,日期,最低價,日期,收盤平均價
2000,46.90,06/30,15.60,12/26,29.53
2001,30.70,06/04,6.85,11/01,17.24
2002,19.20,01/28,7.50,10/14,12.20
2003,17.90,12/05,9.80,05/02,13.87
2004,17.30,02/09,9.45,11/17,13.90
2005,25.60,12/27,8.45,01/28,12.95
2006,45.80,05/22,18.90,01/23,33.88
2007,40.85,01/22,20.00,12/21,33.20
2008,25.30,03/07,8.17,11/20,16.58
2009,20.00,12/30,8.25,01/21,13.23
2010,39.25,09/27,15.05,02/08,29.85
2011,35.40,01/03,19.75,12/19,29.86
2012,29.45,03/14,16.80,11/23,24.40
2013,19.80,04/01,16.60,12/09,18.33
2014,29.00,06/09,17.70,02/05,24.03
2015,25.70,03/19,15.20,08/25,21.54
2016,33.15,08/19,17.70,01/28,28.67
2017,35.25,05/02,27.75,01/19,31.92
