同欣電,	6271
Year,最高價,日期,最低價,日期,收盤平均價
2007,99.90,12/12,72.80,11/27,87.87
2008,102.00,5/19,23.25,11/18,66.09
2009,116.50,12/31,29.10,1/05,59.50
2010,157.00,9/24,94.60,2/23,124.23
2011,164.00,3/09,63.20,11/25,108.59
2012,119.50,3/09,69.30,1/02,97.73
2013,164.50,11/06,101.50,1/02,139.70
2014,188.00,3/06,105.00,12/19,144.37
2015,121.00,2/26,57.50,8/03,90.39
2016,130.50,8/17,65.20,1/22,100.35
2017,160.50,11/29,105.50,1/10,127.51
2018,140.50,1/03,77.00,9/10,105.82
2019,166.00,12/30,96.20,5/29,117.32
